Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Bill Salazar,15.2,12.1,11.8,4.0,9.8,13.7,2.3,Enforcer
Ramon Lewis,4.6,11.5,0.8,14.0,11.3,8.0,2.3,Advisor
Milton Hale,17.3,6.2,4.4,8.9,1.1,13.2,11.4,Assassin
Gladys Matthews,16.0,5.5,7.6,19.1,10.6,3.3,9.9,Advisor
Fredrick Copeland,16.6,10.2,1.8,7.4,4.0,17.5,8.7,Enforcer
Paula Martinez,14.4,9.6,8.0,14.3,6.5,13.3,1.0,Advisor
Evelyn Ingram,0.2,5.9,3.5,15.4,4.7,19.1,17.6,Priest
Darrin Meyer,6.7,11.4,2.6,13.4,19.2,18.1,9.4,Advisor
Dan Collier,2.6,7.2,13.7,11.3,18.9,10.3,5.5,Accountant
Edgar Sherman,19.1,12.4,20.0,16.4,11.3,7.9,15.1,Assassin
Johnny Guzman,2.3,10.3,14.1,3.5,5.0,17.8,3.0,Enforcer
Keith Howard,10.2,14.7,9.0,6.6,11.4,15.3,19.8,Enforcer
Melinda Holmes,10.7,0.0,0.4,0.4,13.3,17.8,17.8,Assassin
Jordan Rodriguez,1.4,7.2,7.6,13.2,11.8,12.3,16.8,Priest
Emily Hammond,12.7,1.0,0.3,19.0,0.9,2.7,1.9,Advisor
Blanche Walker,13.8,0.6,3.6,7.6,13.4,11.9,16.3,Assassin
Traci Powell,18.1,11.8,14.1,6.4,13.7,5.6,12.1,Assassin
Ray Olson,5.5,7.2,13.1,0.9,12.7,13.6,11.8,Enforcer
Nick Schneider,4.4,5.3,2.0,18.3,1.7,1.8,12.5,Priest
Raul Palmer,6.3,6.6,14.7,5.5,7.5,8.6,6.5,Enforcer
Josefina Lloyd,7.8,7.0,8.2,2.9,9.9,15.4,16.8,Enforcer
Krista Bridges,2.2,12.3,15.9,9.2,17.8,1.0,2.3,Accountant
Anita Welch,8.5,11.6,11.1,19.5,5.4,16.6,14.9,Priest
Fannie James,2.8,10.3,2.2,15.6,2.1,11.4,15.0,Priest
Tamara Green,5.0,10.9,8.5,19.6,1.3,18.3,9.5,Enforcer
Ollie Carr,18.5,8.4,0.2,16.8,1.3,10.2,16.4,Advisor
Clark Hoffman,18.1,0.7,14.5,12.0,7.3,10.4,8.5,Assassin
Gregory Mckinney,10.8,8.1,17.6,1.8,12.7,2.5,5.1,Accountant
Karl Thomas,10.8,2.3,0.7,16.2,6.0,10.9,10.2,Advisor
Melvin Vega,12.9,4.9,20.0,5.3,16.1,10.8,15.9,Assassin
Edna Day,4.3,18.7,8.3,9.9,9.4,3.8,4.0,Recruiter
Roland Massey,8.5,4.0,1.4,16.2,5.1,5.1,14.1,Priest
Terrell Stevenson,18.4,15.0,1.5,18.7,3.9,5.8,6.1,Advisor
Vera Allison,9.6,9.8,9.7,12.6,6.6,7.1,3.2,Accountant
Rochelle Powers,15.0,17.4,2.6,8.7,7.1,14.7,3.4,Advisor
Misty Obrien,3.4,9.3,0.7,12.2,6.7,6.3,6.9,Advisor
Ronnie Morton,3.7,1.5,14.7,8.5,6.5,1.5,5.7,Accountant
Paul Jenkins,14.1,0.4,5.6,14.5,5.2,3.6,5.6,Assassin
Doreen Robertson,11.5,8.4,16.1,16.1,1.2,3.4,16.5,Priest
Rhonda Shelton,4.5,7.2,5.1,15.3,11.6,18.4,8.1,Advisor
Leland Schultz,4.1,19.5,5.7,17.9,16.2,2.8,0.3,Advisor
Leonard Scott,8.1,14.4,9.6,14.6,15.1,5.5,7.4,Advisor
Emmett Gross,1.1,9.0,15.7,15.4,14.4,17.5,0.7,Accountant
Joshua Brock,5.9,4.0,2.1,7.0,17.3,11.1,2.3,Accountant
Mildred Clark,5.1,0.0,9.0,6.2,15.0,10.3,5.8,Accountant
Elsie Pratt,13.3,19.1,8.8,11.7,16.9,0.2,0.1,Advisor
Pauline Freeman,16.5,19.7,11.0,2.8,1.9,7.2,19.5,Recruiter
Kerry Brewer,14.6,6.3,7.1,15.7,7.9,0.3,16.2,Recruiter
Marta Dawson,0.5,18.9,1.7,10.4,11.3,11.5,11.4,Recruiter
Priscilla Carlson,3.8,19.3,8.4,9.8,16.7,13.2,14.8,Recruiter
Gordon Snyder,5.6,19.3,8.4,14.7,17.5,14.4,16.6,Recruiter
Patty Adams,9.6,12.7,17.1,3.3,15.9,5.2,18.8,Priest
Bertha Sims,8.6,8.2,9.4,18.2,11.7,2.5,13.7,Priest
Cora Douglas,15.4,11.5,9.2,9.4,15.0,5.5,14.8,Recruiter
Abel Mccormick,0.3,15.2,15.7,17.4,16.4,0.4,8.8,Priest
Mary Owens,5.0,1.0,17.8,7.9,14.4,14.3,18.2,Assassin
Colin Ferguson,15.3,15.2,17.9,18.5,16.6,5.3,14.0,Accountant
Elmer Evans,12.7,15.4,7.7,2.9,2.0,2.3,8.1,Recruiter
Darrell Briggs,15.9,3.2,18.0,19.1,8.2,7.3,5.1,Accountant
William Jimenez,19.7,3.7,16.0,19.6,15.4,19.0,4.0,Accountant
Miguel Henderson,1.3,16.4,3.3,8.7,18.9,17.9,19.1,Recruiter
Steven Brooks,7.2,6.8,15.0,2.5,2.9,6.0,19.0,Assassin
Dorothy Underwood,14.8,5.0,19.8,14.9,2.7,11.7,16.0,Assassin
Christy Morales,3.3,14.0,9.7,8.1,13.3,10.2,1.8,Accountant
Opal Wilkerson,9.6,7.5,3.0,9.5,0.0,19.5,16.2,Enforcer
Margie Mcguire,5.4,6.8,11.7,0.5,5.9,8.5,17.2,Enforcer
Candice Huff,16.2,4.1,4.4,2.7,2.8,18.4,20.0,Assassin
Willie Townsend,4.6,17.1,7.1,0.6,3.7,5.2,0.4,Enforcer
Tara Gordon,0.0,12.3,7.9,0.3,12.6,15.3,19.9,Enforcer
Joanne Berry,17.8,4.5,18.8,19.3,3.2,15.8,8.8,Assassin
Elvira Keller,12.4,11.4,10.6,14.5,7.1,10.5,16.1,Priest
Audrey Neal,10.6,11.1,14.5,14.0,18.9,13.4,4.2,Accountant
Gene Ryan,11.1,14.4,2.2,0.4,19.9,14.6,14.7,Recruiter
Leon Mccarthy,13.9,8.2,11.6,13.4,10.1,12.6,10.9,Assassin
Rosalie Sandoval,16.5,11.4,14.8,19.8,2.6,3.5,6.3,Advisor
Louis Warner,16.1,7.2,16.6,1.9,3.4,16.1,11.1,Assassin
Carl Hanson,18.9,18.0,16.2,7.8,12.4,9.7,3.1,Accountant
Oscar Mack,7.3,9.6,7.2,12.7,11.4,9.8,14.5,Priest
Neil Mccormick,10.8,8.4,1.8,12.1,8.6,10.6,18.3,Recruiter
Alfred Brock,17.9,2.8,13.0,5.0,11.7,4.5,2.6,Assassin
Kay Christensen,0.2,3.0,19.4,9.7,9.5,5.2,19.1,Priest
Justin Sparks,5.4,5.5,12.9,16.0,6.3,2.2,7.1,Accountant
Harry Wise,8.1,7.2,15.7,19.8,0.6,7.2,7.3,Priest
Norman Marsh,1.1,8.5,19.6,14.7,6.8,7.8,6.7,Priest
Darlene Bradley,4.8,4.4,13.1,8.3,12.1,12.2,9.6,Enforcer
Gerald Pena,18.5,18.8,6.5,5.8,13.7,2.6,5.0,Advisor
Shane Lambert,9.0,12.3,1.0,8.4,7.0,5.3,17.2,Recruiter
Loren Sanders,12.6,16.9,9.1,0.2,0.9,12.5,17.5,Enforcer
Kenneth Harmon,11.7,6.0,5.1,0.8,0.8,1.8,15.9,Assassin
Forrest Lopez,11.2,12.9,19.8,9.8,14.9,3.5,17.9,Priest
Melinda Shelton,4.7,1.8,10.5,3.5,12.4,16.1,2.8,Enforcer
Genevieve Pittman,7.0,12.1,10.8,3.8,1.5,13.8,17.4,Enforcer
Rita Schmidt,15.3,5.6,13.4,0.6,18.8,2.6,9.7,Accountant
Alton Hampton,12.8,8.0,16.8,5.5,5.1,19.5,6.7,Enforcer
Jimmy Owens,10.6,18.0,14.7,11.1,15.5,4.1,10.7,Recruiter
Debra Richardson,12.3,18.8,17.6,5.0,16.2,18.1,9.6,Enforcer
April Parks,4.3,9.3,2.6,9.9,14.3,17.7,17.6,Priest
Rudolph Briggs,13.5,18.7,8.1,17.6,3.8,9.5,3.9,Advisor
Kimberly Reeves,11.3,3.3,7.3,15.7,0.2,0.1,1.6,Accountant
Willis Montgomery,1.2,12.1,5.3,14.5,13.3,8.0,19.5,Priest
Dave Ballard,16.8,17.9,9.5,2.8,8.0,3.8,16.4,Recruiter
Robin Pratt,10.9,1.0,9.2,8.3,4.1,13.8,3.6,Assassin
Kelly Evans,9.3,2.3,14.3,4.4,0.8,3.6,14.1,Assassin
Jenna Harrington,5.9,17.6,8.9,6.6,18.1,18.7,8.5,Enforcer
Mable Bates,19.6,8.3,10.9,10.6,19.5,7.2,10.9,Accountant
Jeffrey Parsons,6.5,11.2,0.2,14.8,1.9,7.6,11.4,Recruiter
Larry Gibson,13.1,17.1,15.3,2.5,7.1,7.5,16.6,Enforcer
Robyn Fernandez,4.8,7.2,11.1,2.3,18.3,18.8,16.4,Enforcer
Ellen Newman,17.1,13.1,1.6,8.1,13.5,12.8,12.9,Advisor
Neal Bryan,20.0,14.0,9.5,16.8,3.2,12.4,16.1,Assassin
Nettie Hoffman,5.2,6.4,18.3,12.1,6.8,15.6,12.3,Enforcer
Rosemarie Salazar,2.2,10.6,18.5,19.7,10.6,19.4,6.5,Enforcer
Rufus Harper,18.6,12.6,18.2,17.8,13.1,16.3,4.6,Accountant
Emma Alvarado,19.7,3.9,5.9,15.3,14.6,7.5,2.3,Accountant
Frederick Cruz,12.6,14.0,11.7,18.0,16.9,10.2,16.6,Advisor
Brad Diaz,0.4,17.5,0.0,3.7,8.9,5.6,14.6,Recruiter
Jon Moran,4.7,7.1,4.6,11.3,14.7,4.5,19.3,Priest
Lorenzo Scott,12.0,8.7,12.6,5.3,14.1,18.7,7.4,Enforcer
Gerard Delgado,7.9,15.0,20.0,5.4,1.5,14.4,13.7,Enforcer
Jose Cobb,6.0,15.4,13.5,16.6,7.1,0.4,14.3,Priest
Roger Nelson,19.3,13.6,4.4,14.7,13.8,3.9,14.9,Advisor
Dean Webster,19.0,7.1,11.8,8.5,8.5,14.3,5.0,Assassin
Doreen Hunt,19.6,5.8,0.4,1.3,0.8,2.9,9.5,Assassin
Elijah Reed,17.2,16.2,13.9,4.3,11.7,9.8,1.3,Accountant
Marianne Garza,3.3,10.3,12.8,8.6,10.8,0.8,10.2,Priest
Vicky Mcguire,11.1,8.3,0.7,10.9,0.8,11.5,19.9,Priest
Allison Morris,7.7,7.9,0.2,10.2,10.6,18.6,9.2,Advisor
Roxanne Hubbard,15.5,5.5,3.8,14.0,15.4,9.3,6.2,Accountant
Heidi Glover,14.8,13.0,14.0,4.4,9.8,5.3,18.8,Assassin
Melody Graves,14.1,2.1,13.2,8.8,0.4,15.0,11.0,Assassin
Gilberto Reynolds,6.3,8.5,17.3,7.7,2.3,6.3,10.8,Enforcer
Tina Carlson,8.0,8.1,3.6,9.8,5.8,9.6,11.2,Recruiter
Tonya Reyes,6.0,13.8,7.9,9.4,12.5,10.8,3.1,Advisor
Maurice Casey,15.5,8.6,2.7,8.8,2.5,10.9,12.7,Assassin
Angel Allen,13.6,5.9,0.4,15.2,13.0,10.5,13.8,Advisor
Kenny Quinn,16.9,17.4,18.7,4.2,17.9,20.0,0.2,Enforcer
Brian Bowman,17.9,4.1,9.6,13.9,18.4,10.5,11.9,Accountant
Rick Pierce,6.5,12.0,15.5,11.7,2.4,0.6,13.0,Priest
Garry Cohen,12.4,18.6,15.4,15.3,8.4,15.4,19.1,Priest
Mandy Spencer,14.1,0.8,19.4,0.1,10.6,16.1,18.6,Assassin
Duane Steele,14.2,6.2,18.9,8.7,12.7,2.2,16.3,Assassin
Lester Kelly,12.7,13.9,15.3,16.5,1.7,3.2,1.7,Accountant
Billy Leonard,18.3,9.6,15.2,2.5,15.5,6.1,11.2,Assassin
Terry Garner,3.1,1.7,10.8,17.6,9.3,11.9,18.8,Priest
Brett Moreno,7.4,12.1,3.1,19.5,3.8,3.9,18.2,Priest
Jeannette Rios,7.4,13.3,12.5,9.4,19.3,7.7,7.9,Accountant
Mae Ruiz,5.2,11.4,16.2,1.3,19.2,11.9,16.8,Enforcer
Timothy Hamilton,5.3,12.1,8.3,14.4,9.1,1.9,19.4,Priest
Terrence Wright,4.6,1.1,2.6,16.4,8.2,16.5,15.4,Priest
Mona Mathis,1.2,17.9,16.4,12.1,17.7,1.0,5.9,Accountant
Jessie Wagner,6.2,16.3,4.4,0.0,10.9,19.0,0.8,Enforcer
Donald Carter,4.5,2.4,20.0,0.4,18.6,7.9,6.8,Accountant
Frank Carr,18.0,8.2,19.3,11.6,11.0,2.4,7.4,Assassin
Bridget Barrett,10.4,1.0,8.0,5.1,9.1,18.7,18.6,Assassin
Amelia Phillips,17.8,12.6,18.5,7.6,6.4,11.3,17.8,Assassin
Nathan Valdez,15.4,18.7,13.2,17.5,0.7,12.8,10.5,Enforcer
Edwin Perry,7.9,15.2,17.1,18.2,19.3,9.2,16.8,Priest
Sophie Stanley,19.9,6.8,3.7,5.6,19.6,16.6,16.3,Assassin
Nancy Caldwell,1.8,4.0,17.4,11.1,11.4,15.3,5.4,Enforcer
Gloria Hicks,5.3,7.3,6.6,4.1,3.7,5.1,3.8,Enforcer
Kayla Page,5.6,15.4,10.4,7.0,17.4,13.7,11.9,Recruiter
Sonya Singleton,15.1,13.7,19.4,13.6,0.3,8.7,1.1,Enforcer
Mario Olson,5.6,13.8,0.4,1.3,11.8,1.7,18.5,Recruiter
Rachel Nguyen,12.9,17.0,16.5,2.3,16.2,14.4,6.7,Enforcer
Kristine Nichols,10.4,6.1,1.3,2.4,0.7,0.2,2.8,Assassin
Freda Mclaughlin,7.4,9.7,1.7,3.4,10.5,19.0,5.8,Enforcer
Alexander Byrd,5.2,0.2,11.3,15.6,2.3,17.2,14.0,Assassin
Alyssa Barker,14.8,18.3,10.0,11.3,12.9,1.8,8.5,Recruiter
Charlie Cross,17.2,19.6,17.4,2.6,8.8,2.8,6.2,Enforcer
Milton Hart,6.8,0.0,11.6,11.7,8.8,5.9,0.3,Accountant
Sabrina Brock,1.0,20.0,3.4,16.2,18.0,12.5,6.9,Advisor
Tracy Alvarez,13.5,15.0,11.6,7.8,11.2,2.9,17.2,Recruiter
Vickie Welch,13.6,11.8,3.7,10.3,14.6,16.0,9.0,Advisor
Myrtle Ruiz,4.6,17.1,13.5,18.2,12.9,3.7,8.1,Advisor
Jean Bates,18.4,13.2,14.2,0.5,13.4,7.5,13.2,Assassin
Lee Adkins,9.1,4.8,17.8,14.0,13.7,8.0,16.7,Priest
Lonnie Perry,8.3,17.1,3.6,3.1,1.9,7.9,18.5,Recruiter
Melinda Simon,11.8,16.5,12.4,9.7,10.5,3.5,4.1,Accountant
Wilson Steele,1.4,8.8,2.7,3.6,1.7,5.5,7.9,Priest
Lionel Harrison,19.1,11.6,3.7,17.0,7.5,19.9,18.1,Assassin
Cheryl Silva,1.9,10.2,3.0,6.1,4.2,6.9,0.8,Advisor
Carroll Vasquez,17.6,4.1,9.2,18.8,18.4,3.7,14.6,Accountant
Maureen Armstrong,2.2,18.3,15.9,19.2,9.7,6.6,13.3,Priest
Carlton Simpson,17.6,7.5,0.3,1.0,18.8,5.2,15.6,Recruiter
Dennis Stokes,4.7,13.8,9.9,5.0,16.5,12.4,4.9,Accountant
Joseph Jacobs,9.3,14.6,11.4,7.0,6.3,11.6,4.5,Enforcer
Keith Campbell,19.0,6.3,7.8,12.2,18.5,4.0,15.2,Accountant
Alice Salazar,13.2,17.4,2.9,10.1,5.9,5.7,2.5,Advisor
Elisa Horton,16.5,1.3,18.8,1.4,8.7,13.6,2.5,Assassin
Kristin Martinez,17.6,17.7,17.7,12.2,0.0,3.0,5.3,Assassin
Simon Harmon,3.6,0.9,15.2,17.5,0.1,13.9,4.1,Enforcer
Edwin Mullins,19.8,4.5,18.6,1.8,3.1,12.7,15.8,Assassin
Martin Gardner,18.8,6.4,7.3,1.1,10.3,11.9,3.3,Assassin
Sandy Marshall,7.6,18.3,10.4,18.9,13.0,3.0,12.3,Recruiter
Billie Harris,1.3,13.8,11.1,9.4,16.2,1.4,0.9,Accountant
Horace Collier,10.7,18.6,7.4,2.9,18.8,0.5,14.2,Recruiter
Suzanne Aguilar,6.7,2.1,5.8,0.0,14.4,10.1,3.0,Accountant
Kent Newton,18.8,1.0,7.0,14.1,13.4,13.1,14.8,Assassin
Kevin Cain,6.9,17.0,18.4,17.4,4.9,6.7,17.8,Priest
Arnold Schmidt,18.8,6.6,8.1,5.7,0.1,0.1,0.6,Assassin
Miguel Robertson,18.2,7.6,5.9,7.1,3.6,12.7,6.0,Assassin
Darrell Blake,8.0,15.9,1.6,17.4,14.1,9.8,14.1,Advisor
Julius Webster,9.9,8.1,17.7,12.9,14.1,15.9,16.9,Assassin
Antonia Francis,2.0,4.7,5.5,15.4,2.0,15.4,7.4,Enforcer
Boyd Brewer,2.0,13.7,15.8,1.7,5.5,19.1,19.7,Enforcer
Ollie Dunn,2.9,19.7,14.8,6.2,12.1,7.3,0.5,Accountant
June Moran,16.4,16.9,6.8,7.8,0.4,17.7,18.4,Enforcer
Alfredo Bishop,10.5,7.0,11.3,13.7,19.7,12.7,12.6,Accountant
Carlos Poole,11.1,13.8,9.0,18.2,3.1,12.9,4.7,Advisor
Angelica Hughes,19.7,15.8,17.1,0.7,13.4,7.9,6.1,Assassin
Mildred Edwards,14.6,18.9,6.2,5.8,8.8,19.6,14.3,Enforcer
Julio Wheeler,7.9,6.1,4.7,5.7,2.1,3.3,8.9,Recruiter
Lena Medina,18.7,9.2,1.8,9.1,12.2,1.2,1.2,Advisor
Kyle Holt,11.3,2.7,12.5,10.8,4.4,9.0,2.7,Assassin
Christian Torres,0.1,16.1,18.3,4.2,16.8,2.8,10.7,Priest
Taylor Washington,6.9,0.8,18.4,18.5,13.7,9.3,12.0,Accountant
Franklin Parks,0.9,9.4,4.0,2.2,9.2,8.7,18.5,Priest
Bernice Fields,3.2,2.7,15.9,7.6,12.3,0.1,9.4,Accountant
Raquel Sullivan,7.9,1.8,15.8,5.2,14.1,12.1,6.7,Assassin
Debra Farmer,7.8,11.6,14.1,18.9,12.9,5.2,4.0,Accountant
Duane Reeves,18.4,18.5,8.9,19.4,11.9,3.9,15.8,Recruiter
Jeffrey Lawrence,19.0,18.9,9.3,18.9,10.8,16.3,19.9,Recruiter
George Patton,1.4,9.0,8.6,18.2,13.6,16.9,9.7,Priest
Bennie Anderson,15.1,0.0,16.9,7.1,10.3,3.4,14.1,Assassin
Lydia Hicks,4.4,14.6,17.1,14.6,7.4,14.5,7.8,Enforcer
Paul Munoz,12.7,10.5,19.8,11.6,11.1,9.0,3.8,Accountant
Vera Holmes,12.8,18.2,2.8,7.1,5.7,5.5,2.7,Advisor
Kelli Moss,18.7,12.4,19.4,1.5,9.5,4.3,18.4,Assassin
Shirley Mathis,16.5,0.1,10.6,13.6,4.5,0.1,14.0,Assassin
Amy Love,5.7,14.0,11.7,17.5,3.8,12.3,15.9,Priest
Kerry Parker,10.1,10.5,18.2,14.9,9.7,18.2,5.3,Enforcer
Leticia Mason,2.6,5.8,19.7,16.5,10.1,9.8,10.3,Priest
Dana Romero,6.3,5.1,9.8,13.1,6.3,19.3,3.2,Enforcer
Meredith Allison,16.0,8.8,0.3,4.6,3.5,12.9,5.6,Assassin
Cecil Tate,17.0,9.4,14.6,7.1,19.7,17.1,8.4,Accountant
Travis Harper,2.0,0.9,4.6,16.6,18.3,2.1,5.7,Accountant
Lisa George,16.1,17.8,18.8,1.4,10.6,1.8,2.7,Accountant
Jan Kennedy,5.5,4.1,0.0,10.4,16.7,18.8,20.0,Priest
Brenda Ramirez,12.5,18.9,3.6,4.3,17.1,1.2,0.8,Advisor
Marion Cox,18.0,15.1,12.8,4.0,4.0,12.1,1.1,Enforcer
Andre Watson,6.4,17.5,14.6,6.6,19.7,7.1,4.2,Accountant
Meghan Price,5.7,18.1,3.6,3.5,17.6,14.3,5.2,Advisor
Diana Malone,2.4,4.0,19.9,14.1,18.3,0.5,18.8,Priest
Lela Porter,4.7,6.3,0.4,18.9,1.2,11.6,17.1,Priest
Yvonne Norris,19.1,0.2,18.2,7.9,1.0,15.1,1.6,Assassin
Susie Cruz,18.7,10.6,8.6,6.7,2.7,2.0,4.2,Assassin
Phillip Henderson,3.2,4.7,13.5,10.1,1.4,9.8,4.2,Enforcer
Loren Hill,9.5,20.0,2.3,6.9,15.7,17.4,0.8,Advisor
Pete Bennett,2.8,19.8,8.2,18.2,5.1,11.1,18.7,Priest
Ronald Townsend,4.7,8.6,14.9,5.9,18.7,3.0,13.6,Accountant
Dexter Mann,5.5,13.2,16.5,12.6,5.6,13.2,3.4,Enforcer
Pat Burns,11.9,1.9,3.6,9.4,5.8,13.1,16.6,Assassin
Mona Wise,5.8,1.4,18.6,11.8,16.2,18.6,4.0,Accountant
Bessie Glover,16.5,0.7,1.3,8.2,6.0,14.7,10.3,Assassin
Willie Miles,5.4,4.7,5.5,16.8,1.9,11.9,6.1,Advisor
Leslie Ingram,19.0,19.8,9.2,5.2,14.1,7.5,9.1,Recruiter
Barry Summers,1.6,13.6,11.0,9.0,3.4,16.7,12.6,Enforcer
Emilio Richardson,16.6,2.8,3.4,19.7,1.0,2.4,18.3,Assassin
Verna Waters,10.2,15.1,3.6,18.8,13.1,19.4,16.3,Advisor
Hazel Chavez,7.9,17.2,16.9,7.0,2.2,3.5,1.7,Enforcer
Lindsey Hayes,10.8,12.1,15.8,13.3,4.1,11.6,16.8,Priest
Nadine Robinson,17.1,13.2,13.6,18.0,2.2,19.8,19.5,Enforcer
Glen Roberts,12.8,5.3,4.6,17.8,9.2,6.2,0.7,Accountant
Israel Richards,17.6,11.6,3.0,16.1,15.4,0.6,10.5,Advisor
Roland Barnett,3.0,0.9,19.5,0.1,14.8,12.1,12.5,Enforcer
Michelle Howard,18.1,13.7,17.4,6.7,14.3,8.9,15.4,Assassin
Tyrone Romero,5.0,15.1,10.8,11.9,3.8,19.4,19.6,Enforcer
Lindsey Watts,0.4,7.6,0.5,14.1,9.9,7.2,3.9,Advisor
Dawn Zimmerman,1.2,16.0,6.3,16.5,8.8,12.8,12.3,Priest
Janice Singleton,16.9,0.7,17.6,8.9,17.7,9.3,11.3,Assassin
Lee Pierce,11.2,5.8,17.5,15.4,19.8,13.1,6.3,Accountant
Phil Christensen,3.7,6.2,5.4,9.3,8.6,8.1,7.2,Priest
Rebecca Bryant,12.2,1.3,4.0,12.8,14.4,3.2,7.0,Accountant
Marion Holt,17.9,12.4,13.7,11.5,4.2,13.7,4.6,Assassin
Jody Holloway,17.4,13.6,3.5,8.4,15.4,1.2,15.9,Recruiter
Marie Colon,4.4,18.1,14.9,4.6,3.2,13.3,1.9,Enforcer
Lillie Silva,15.6,3.2,3.2,7.0,10.9,2.4,8.5,Assassin
Sheila Beck,3.1,9.1,9.6,10.9,14.6,6.3,16.8,Priest
Bruce Rodgers,5.1,15.3,12.3,16.9,9.6,4.7,5.2,Advisor
Danny Payne,15.3,0.9,2.3,17.9,4.8,17.7,16.6,Assassin
Paul Daniel,11.8,15.3,14.5,4.8,3.8,19.8,11.1,Enforcer
Herbert Reid,9.7,2.5,19.1,4.9,3.2,12.0,17.3,Assassin
Dewey Alvarez,15.6,7.7,12.3,11.4,3.5,11.8,0.7,Assassin
Virgil Stephens,1.5,11.4,8.1,16.5,12.9,3.1,1.0,Accountant
Irene Benson,1.2,15.6,15.0,15.8,2.4,19.0,13.2,Enforcer
Lucas Parks,1.5,18.8,5.4,8.4,10.9,13.8,4.8,Advisor
Alyssa Moss,12.7,0.0,7.3,2.5,6.5,6.1,9.5,Assassin
Harvey Houston,17.0,14.9,4.9,4.0,1.3,2.3,10.0,Recruiter
Nathan Lowe,7.2,3.5,6.6,14.4,11.9,6.4,16.0,Priest
Bernadette Rios,19.2,17.2,8.5,15.4,1.8,8.9,5.6,Advisor
Peter Willis,4.3,6.6,8.0,18.1,2.4,12.4,1.5,Advisor
Roberto Banks,14.3,18.2,19.7,15.7,13.0,7.2,2.9,Accountant
Francisco Knight,8.8,13.6,19.4,18.3,19.6,6.0,7.2,Accountant
Marcia Gardner,0.3,8.2,6.9,15.2,4.8,10.1,16.0,Priest
Heidi Alexander,19.4,3.7,2.0,19.6,4.6,14.8,4.4,Advisor
Sophie Black,0.5,18.9,13.1,7.5,5.5,4.6,17.9,Priest
Brent Burton,10.8,18.9,4.4,18.5,5.3,16.7,16.1,Recruiter
Lucy Richards,5.1,5.0,0.0,4.4,13.0,6.7,6.0,Advisor
Nichole Harmon,10.1,13.5,12.3,15.0,19.7,9.6,10.2,Accountant
Mario Guzman,19.2,2.0,6.6,12.8,1.8,19.6,10.5,Assassin
Henry Hines,6.0,16.3,10.0,9.0,19.4,19.6,14.0,Enforcer
Elias Walton,13.5,0.2,7.2,9.5,1.2,1.1,17.6,Assassin
Johnathan Mcdaniel,19.3,5.4,11.2,16.2,18.5,13.5,17.0,Assassin
Jack Spencer,16.3,2.1,12.5,17.2,6.7,11.0,7.2,Assassin
Kayla Webb,10.5,18.1,0.3,7.9,12.4,15.9,19.2,Recruiter
Toni Howard,17.8,10.4,19.0,19.0,3.8,14.0,5.8,Assassin
Jessie Park,13.6,17.5,8.3,1.9,10.0,8.5,19.0,Recruiter
Marion Poole,6.5,0.1,16.4,4.7,8.9,4.3,2.5,Accountant
Michael Simmons,6.7,6.2,19.3,17.5,5.7,4.3,9.1,Priest
Steve Johnston,14.3,5.5,3.3,17.1,12.5,8.2,12.9,Advisor
Clyde Chambers,3.9,1.6,13.1,13.1,15.1,0.1,1.3,Accountant
Claudia Watkins,12.1,9.5,2.8,15.1,10.3,16.1,2.2,Advisor
Randal Owens,18.4,16.5,18.0,14.2,19.6,14.5,1.2,Accountant
Donald Lawson,6.8,7.1,11.4,3.2,14.3,1.7,12.5,Recruiter
Eleanor Cobb,19.8,3.7,4.2,6.8,14.5,3.2,2.6,Accountant
Jeannie Fox,4.4,9.4,17.5,4.4,6.7,9.8,15.5,Enforcer
Faye Crawford,9.1,14.0,10.7,8.7,2.9,7.2,0.4,Enforcer
Kent Ballard,4.0,6.8,0.8,15.3,11.7,5.6,5.8,Advisor
Misty Fowler,19.7,8.4,9.8,3.8,9.9,17.9,14.2,Assassin
Russell Hudson,6.3,8.8,15.8,3.2,18.6,18.0,6.1,Enforcer
Cathy Adkins,10.3,12.5,7.5,11.8,6.8,1.5,0.2,Advisor
Dennis Fletcher,10.3,5.1,1.7,5.1,7.9,10.2,19.7,Assassin
Rodolfo Roberts,7.6,6.6,14.3,13.5,10.0,0.4,13.9,Priest
Edmund Stokes,14.0,4.4,15.3,7.0,18.6,7.2,13.3,Assassin
Elmer Mcguire,8.9,6.3,1.8,5.1,1.7,0.3,4.3,Advisor
Wilma Pearson,2.9,0.0,18.6,1.1,1.4,20.0,0.9,Enforcer
Gilbert Cummings,5.2,0.4,2.6,3.7,11.7,10.5,11.8,Assassin
Justin Guerrero,16.3,14.2,18.2,9.5,13.2,9.5,18.1,Assassin
Clinton Castillo,18.8,10.2,9.8,19.0,7.7,16.0,6.1,Advisor
Kay Ramos,15.1,8.5,0.6,6.7,3.3,9.4,12.6,Assassin
Dwayne Clark,16.7,8.0,3.3,14.5,13.3,14.0,15.6,Advisor
Herman Todd,16.7,17.2,19.8,19.2,19.3,18.7,18.3,Accountant
Elizabeth Glover,19.9,10.5,6.1,12.9,6.5,1.2,7.1,Advisor
Wilma Melia,6.2,0.5,5.3,10.3,3.7,9.1,3.9,Assassin
Kristian Fritz,14.1,15.2,1.8,10.9,19.7,15.4,13.6,Advisor
Fionn Hickman,5.8,15.3,4.2,4.5,18.2,16.7,3.1,Advisor
